model,label,group,bin,n,mean_predicted,observed_rate,weighted_n
extended_boosting,diagnosed,Other Hispanic,5,169,0.26716537074785107,0.2808044138438834,3628564.1687395563
extended_boosting,diagnosed,Non-Hispanic Asian,1,142,0.005493804266085523,0.010818028681330505,2803375.554204081
extended_boosting,diagnosed,Non-Hispanic Asian,2,143,0.011584889460853464,0.01893117035583374,2812490.660905975
extended_boosting,diagnosed,Non-Hispanic Asian,3,159,0.02627044130797117,0.039150781583961416,2807547.053540901
extended_boosting,diagnosed,Non-Hispanic Asian,4,169,0.07075564547522209,0.13932604162667117,2829535.362591552
extended_boosting,diagnosed,Non-Hispanic Asian,5,183,0.22697029258535442,0.37565889567016614,2803343.3308519926
extended_boosting,diagnosed,Other/Multiracial,1,75,0.0066714338428511,0.009414176185359764,2565726.8416668577
extended_boosting,diagnosed,Other/Multiracial,2,89,0.017076219415532154,0.010775715284196803,2516784.421405194
extended_boosting,diagnosed,Other/Multiracial,3,50,0.045674077323673505,0.01994044258338893,2650929.0279784254
extended_boosting,diagnosed,Other/Multiracial,4,45,0.11541908079164505,0.07244421856599563,2446052.7989578354
extended_boosting,diagnosed,Other/Multiracial,5,82,0.2933608039586289,0.5093054685845214,2574689.1983608548
extended_boosting,diagnosed,All groups,1,571,0.004629354304928746,0.00244364845999362,25361805.867184296
extended_boosting,diagnosed,All groups,2,545,0.007860035727223902,0.021297463419426982,25354579.926719896
extended_boosting,diagnosed,All groups,3,595,0.012752749162078747,0.012206167298651274,25354509.1029729
extended_boosting,diagnosed,All groups,4,567,0.01924252553644062,0.01988904367434157,25362086.97131926
extended_boosting,diagnosed,All groups,5,545,0.032787595330383015,0.015355531538352785,25357502.213927086
extended_boosting,diagnosed,All groups,6,561,0.062165997827331065,0.06407996334341597,25338169.49261281
extended_boosting,diagnosed,All groups,7,509,0.10634504205246326,0.14080432190227535,25382143.784076057
extended_boosting,diagnosed,All groups,8,606,0.16037909668473074,0.14268677468664687,25376511.468948297
extended_boosting,diagnosed,All groups,9,668,0.2462841173475369,0.27197745051693106,25306790.790857095
extended_boosting,diagnosed,All groups,10,706,0.4244024258370664,0.3847516921149592,25363704.97999601
extended_boosting,hba1c_pos,Non-Hispanic White,1,411,0.005192907245242567,0.005785951025065405,31080371.634058297
extended_boosting,hba1c_pos,Non-Hispanic White,2,348,0.01621234382789307,0.019011459528927063,31143010.077073246
extended_boosting,hba1c_pos,Non-Hispanic White,3,395,0.054944480489023055,0.02881632321777376,31134196.90583711
extended_boosting,hba1c_pos,Non-Hispanic White,4,419,0.13064319272482172,0.12025027512435352,31104246.491499536
extended_boosting,hba1c_pos,Non-Hispanic White,5,449,0.28429967992398886,0.23702939249844085,31137801.39839073
extended_boosting,hba1c_pos,Non-Hispanic Black,1,237,0.004788948844192716,0.016958959112916595,5601776.9589191135
extended_boosting,hba1c_pos,Non-Hispanic Black,2,200,0.012328134160489584,0.03542232306241422,5617390.032019708
extended_boosting,hba1c_pos,Non-Hispanic Black,3,250,0.037286466318215424,0.03709279755107602,5576017.24954008
extended_boosting,hba1c_pos,Non-Hispanic Black,4,294,0.122833763645829,0.163254720718567,5613966.716320924
extended_boosting,hba1c_pos,Non-Hispanic Black,5,331,0.2801879022195077,0.3220275921384176,5583726.5984968
extended_boosting,hba1c_pos,Mexican American,1,160,0.004996950031381297,0.0,5028447.218482023
extended_boosting,hba1c_pos,Mexican American,2,141,0.011538685507128941,0.015452155351443245,4958513.836779466
extended_boosting,hba1c_pos,Mexican American,3,150,0.029048134996273803,0.04456255521062418,5061324.641144417
extended_boosting,hba1c_pos,Mexican American,4,163,0.07265528810694115,0.10880014199092153,4975478.459487444
extended_boosting,hba1c_pos,Mexican American,5,242,0.2274840941291154,0.26676671209098973,5007936.460058422
extended_boosting,hba1c_pos,Other Hispanic,1,91,0.004478540045685644,0.0,3589345.1379932472
extended_boosting,hba1c_pos,Other Hispanic,2,80,0.010371802054531063,0.0,3633908.9221516056
extended_boosting,hba1c_pos,Other Hispanic,3,93,0.025924460872110686,0.03318232426823406,3627012.1232282296
extended_boosting,hba1c_pos,Other Hispanic,4,111,0.07512746748502168,0.09337076104984471,3648975.92972719
extended_boosting,hba1c_pos,Other Hispanic,5,171,0.22517828436773224,0.2758364937984809,3623883.55694244
extended_boosting,hba1c_pos,Non-Hispanic Asian,1,158,0.004380770303773258,0.008352209217023036,2807140.9940393
extended_boosting,hba1c_pos,Non-Hispanic Asian,2,134,0.009840038314394846,0.011643961351519195,2809752.2667332767
extended_boosting,hba1c_pos,Non-Hispanic Asian,3,156,0.02387370988564811,0.03636757472236029,2816404.2473401725
extended_boosting,hba1c_pos,Non-Hispanic Asian,4,163,0.05813644385080925,0.1301151271478637,2807430.843874384
extended_boosting,hba1c_pos,Non-Hispanic Asian,5,185,0.18084110447227003,0.3891221367524306,2815563.610107369
extended_boosting,hba1c_pos,Other/Multiracial,1,90,0.00560819139948183,0.0,2511158.121968272
extended_boosting,hba1c_pos,Other/Multiracial,2,73,0.017535637097890768,0.0,2585359.4228791185
extended_boosting,hba1c_pos,Other/Multiracial,3,52,0.041291448957917906,0.030875390691151375,2533633.8745580176
extended_boosting,hba1c_pos,Other/Multiracial,4,51,0.0956888130379801,0.08647222523425896,2575497.487844813
extended_boosting,hba1c_pos,Other/Multiracial,5,75,0.22691088972219287,0.3587417332527418,2548533.3811189462
extended_boosting,hba1c_pos,All groups,1,628,0.003658950051833287,0.010443323781622075,25399066.46542701
extended_boosting,hba1c_pos,All groups,2,556,0.006395683830170789,0.0013028837305489591,25347594.55632364
extended_boosting,hba1c_pos,All groups,3,523,0.010514448786739338,0.017998916411323975,25390364.711607862
extended_boosting,hba1c_pos,All groups,4,547,0.01764065386573584,0.022082211985033857,25275464.081947096
extended_boosting,hba1c_pos,All groups,5,596,0.030964943554936928,0.01938833947106252,25366846.356441252
extended_boosting,hba1c_pos,All groups,6,572,0.05501877537130796,0.06711078941279032,25331555.061388995
extended_boosting,hba1c_pos,All groups,7,502,0.08975953566795344,0.07507122465121122,25455467.440711275
extended_boosting,hba1c_pos,All groups,8,606,0.1381180289411934,0.133617395006905,25234344.42126798
extended_boosting,hba1c_pos,All groups,9,663,0.2133170231393002,0.30009473561211863,25372216.767644264
extended_boosting,hba1c_pos,All groups,10,680,0.32530455418191034,0.23943849563604147,25384884.735854335
